Subject Code,Subject Name,Course Code,Course Name,Course Description,Course Units,Prerequisites
ARE,Agricultural & Resource Econ (ARE),ARE 121,Economics of Agricultural Sustainability,"Application of economic concepts to agro-environmental issues relevant to agricultural sustainability. Topics include market efficiency, production externalities, government policies, agricultural trade, product differentiation, all linked to sustainability issues. Case studies include biofuels, genetically modified foods and geographically differentiated products.",4 units,"ECN 001A, ECN 001AY, ECN 001AV"
ARE,Agricultural & Resource Econ (ARE),ARE 130,Agricultural Markets,"Nature, function, organizational structure, and operation of agricultural markets; prices, costs, and margins; market information, regulation, and controls; cooperative marketing. Irregularly offered.",4 units,"ARE 106, ARE 100A, STA 013, STA 013Y, STA 103"
ARE,Agricultural & Resource Econ (ARE),ARE 132,Cooperative Business Enterprises,"Study of cooperative business enterprise in the United States and elsewhere; economic theories of behavior, principles of operation, finance, decision-making, and taxation.",4 units,"ECN 001A, ECN 001AY, ECN 001AV"
ARE,Agricultural & Resource Econ (ARE),ARE 133,Introduction to Behavioral Economics,"Inclusion of non-economic factors such as psychological principles in economic decisions and model predictions. Emphasis on behavioral principles, resulting strategies and implications for diverse market settings.",4 units,"ECN 001A, ECN 001AY, ECN 001AV, STA 013, STA 013Y"
ARE,Agricultural & Resource Econ (ARE),ARE 135,Agribusiness Marketing Plan Development,"Fundamental components required to develop a marketing plan. Appreciation of the concept of marketing plans, appropriate research required, including the use of library, Internet, survey and interview instruments, government documents, market analysis, business proposition, action planning, financial evaluation and monitoring.",2 units,Upper division standing.
ARE,Agricultural & Resource Econ (ARE),ARE 136,Managerial Marketing,"Application of economic theory and econometrics to the study of marketing and consumer research. Emphasis on industry structure, history, regulatory aspects, integrated brand promotion, market segmentation, optimal product mix, message placement.",4 units,"ARE 100B, ARE 106, ARE 100A, STA 013, STA 013Y, STA 103"
ARE,Agricultural & Resource Econ (ARE),ARE 138,International Commodity & Resource Markets,"Basic nature and scope of international trade in agricultural commodities, agricultural inputs, and natural resources. Market dimensions and policy institutions. Case studies to illustrate import and export problems associated with different regions and commodities.",4 units,"ARE 100A, ARE 100B"
ARE,Agricultural & Resource Econ (ARE),ARE 139,Futures & Options Markets,"History, mechanics, and economic functions of futures and options markets; hedging; theory of inter-temporal price formation and behavior of futures and options prices; price forecasting; futures and options as policy tools.",4 units,"ARE 100A, STA 013, STA 013Y, STA 103"
ARE,Agricultural & Resource Econ (ARE),ARE 140,Farm Management,Farm organization and resources; economic and technological principles in decision making; analytical techniques and management control; problems in organizing and managing the farm business. Irregularly offered.,4 units,"ECN 001A, ECN 001AY, ECN 001AV"
ARE,Agricultural & Resource Econ (ARE),ARE 142,Personal Finance,"Management of income and expenditures by the household. Use of consumer credit, savings, and insurance by households. Principles of tax, retirement, and estate planning.",3 units,"ECN 001B, ECN 001BV"
ARE,Agricultural & Resource Econ (ARE),ARE 143,Investments,"Survey of investment institutions, sources of investment information, and portfolio theory. Analysis of the stock, bond and real estate markets from the perspective of the investor.",4 units,None
ARE,Agricultural & Resource Econ (ARE),ARE 144,Real Estate Economics,"Economic theory, analysis, and institutions of real estate markets and related financial markets. Techniques for appraising property values. Cases drawn from the raw land, single family, multifamily, industrial and office real estate markets.",4 units,ARE 100A
ARE,Agricultural & Resource Econ (ARE),ARE 145,Farm & Rural Resources Appraisal,"Principles and procedures of the valuation process with emphasis placed on rural real estate. Includes identification of the major physical and economic determinants of value, the three primary appraisal approaches to valuation, discussion of appraisal activity and practice.",4 units,None
ARE,Agricultural & Resource Econ (ARE),ARE 146,"Business, Government Regulation, & Society","Variety, nature and impact of government regulation: anti-trust laws and economic and social regulation. Nature of the legislative process, promulgation of regulations, and their impact, especially as analyzed by economists.",4 units,"ARE 100A, ARE 100B"
ARE,Agricultural & Resource Econ (ARE),ARE 147,Resource & Environment Policy Analysis,"Natural resource use problems with emphasis on past and current policies and institutions affecting resource use; determinants, principles, and patterns of natural resource use; property rights; conservation; private and public resource use problems; and public issues. Not currently offered.",3 units,"ECN 001A, ECN 001AY, ECN 001AV"
ARE,Agricultural & Resource Econ (ARE),ARE 147M,Resource & Environmental Policy Analysis,"Natural resource use problems with emphasis on past and current policies and institutions affecting resource use; determinants, principles, and patterns of natural resource use; property rights; conservation; private and public resource use problems; and public issues. Not currently offered.",2 units,"ECN 001A, ECN 001AY, ECN 001AV"
